x,y,x2,y2,angle,true angle
"172.8302673","242.4164875","319.5379369","85.96041559","-0.5727451871","359.4272548"
"73.96729005","101.1576225","125.4417654","176.9634986","1.172561463","1.172561463"
"62.60722407","252.0561313","320.9007828","182.6763956","-1.294011514","358.7059885"
"210.207355","122.5480055","137.563488","160.1743359","-2.370981365","357.6290186"
"307.0423539","101.6770157","213.2139307","187.1339411","-1.046016791","358.9539832"
"134.9010491","207.5311814","166.940937","179.1577347","-3.108974297","356.8910257"
"30.01046884","240.8776343","304.385189","142.4559243","-0.9123106869","359.0876893"
"228.1412369","171.379373","268.6390084","99.40935198","-1.230866654","358.7691333"
"133.6929942","202.413913","33.67032395","217.088777","-6.093902538","353.9060975"
"337.4616236","194.2891321","310.8525327","60.8044599","0.658111307","0.658111307"
"206.348551","219.4907805","347.5161954","173.6553507","-1.954691749","358.0453083"
"83.66469548","167.3882153","135.0131063","221.9427074","1.629275865","1.629275865"
"190.6774114","244.1409423","126.8419018","245.3865551","-71.53307861","288.4669214"
"356.2897789","78.50822287","94.63556418","164.2812676","-1.046727747","358.9532723"
"105.1125011","63.98665667","347.4588141","231.1705187","0.5369153408","0.5369153408"
"295.2442136","211.282219","236.5196083","54.65985606","0.5684017505","0.5684017505"
"301.5874146","252.5720241","98.72999427","107.3344143","0.6177295178","0.6177295178"
"350.3646795","192.0820211","266.5878169","42.6563612","0.5977294875","0.5977294875"
"309.1697315","254.8750081","170.0534974","65.58327987","0.4732808584","0.4732808584"
"249.1830659","233.4440105","273.3786177","149.0541717","-1.038434469","358.9615655"
"194.5200654","197.2948974","269.8745805","126.0477593","-1.252537259","358.7474627"
"131.8356759","47.05473532","297.8539708","41.9106194","-17.42862882","342.5713712"
"361.3680211","116.8463811","65.05130119","49.87187246","1.340907797","1.340907797"
"323.0839393","164.9371372","131.8702647","69.40005569","0.9389062193","0.9389062193"
"143.8253582","247.7104127","189.692638","38.68802635","-0.4246006127","359.5753994"
"307.3276613","178.8050904","157.855288","209.6240681","-2.907840963","357.092159"
"296.933888","268.6784642","300.0462824","233.9132813","-2.076445109","357.9235549"
"351.1213788","142.9965318","177.7029165","246.544498","-0.8659717489","359.1340283"
"334.7349017","50.1158398","56.43528157","196.0429865","-0.6153352882","359.3846647"
"237.1940501","58.06397982","363.7226393","61.46228519","26.35053978","26.35053978"
"246.5232116","195.344847","193.2421659","155.7497496","2.245853198","2.245853198"
"237.7796782","265.8545372","163.0578118","48.14482314","0.4098726547","0.4098726547"
"288.8019875","104.0449806","324.9419169","71.10140591","-2.683831921","357.3161681"
"296.9613145","202.359238","169.0215425","177.6575584","3.625347612","3.625347612"
"239.5830111","173.3686501","319.4290692","228.8259666","1.609931118","1.609931118"
"260.7944141","145.1129046","298.3117852","130.78959","-6.176865047","353.823135"
"296.6965102","238.7123124","41.42074325","66.25832348","0.5205768512","0.5205768512"
"99.60327642","224.5902127","217.3899554","90.03893426","-0.6652748","359.3347252"
"359.1090249","126.9478286","308.4091529","162.1378699","-2.525431806","357.4745682"
"123.7423636","84.7306911","140.0841542","221.5490614","0.6322124495","0.6322124495"
"284.1366894","60.64261474","222.1603048","110.2715003","-1.794833829","358.2051662"
"227.3030302","91.04401731","272.6665323","216.024815","0.7100064106","0.7100064106"
"280.9343539","206.3634346","170.5983077","55.46834208","0.5929996024","0.5929996024"
"324.0568825","224.0571015","143.5234314","166.1109449","1.547689084","1.547689084"
"326.6026935","221.3020874","71.37791279","105.0740921","0.7724086564","0.7724086564"
"67.004872","43.27496953","168.6691868","219.3510131","0.5079421272","0.5079421272"
"33.360357","241.6664663","50.6443967","264.6194822","3.776790752","3.776790752"
"233.2027015","138.197993","298.6440474","217.7666125","1.12009659","1.12009659"
"188.9655793","158.7811717","32.3363747","199.0328356","-2.226844587","357.7731554"
"85.32812566","107.8779441","338.9907828","208.1665429","0.895157858","0.895157858"
"336.2418346","133.6231784","346.6407194","211.7854743","1.081174614","1.081174614"
"142.3262508","232.3639069","338.0428006","46.12229791","-0.4816713852","359.5183286"
"337.2782954","80.31382218","365.4112379","247.2255319","0.5270106521","0.5270106521"
"75.30927395","75.2957408","30.01072959","139.4889674","-1.382316515","358.6176835"
"302.5640894","60.38332838","299.8768448","103.9444747","-1.59748637","358.4025136"
"108.9044917","197.7069884","186.4692473","176.5190759","-4.212843428","355.7871566"
"51.71371539","132.6522061","306.9666574","230.7958756","0.9147358655","0.9147358655"
"159.9584247","73.41002115","108.7785004","124.8702221","-1.727172527","358.2728275"
"90.10041414","102.3200386","218.0569051","57.38237857","-1.992810343","358.0071897"
"127.7474144","174.5134644","61.49386486","130.7550328","2.036985027","2.036985027"
"161.9978834","35.0502754","363.6986245","126.4281706","0.9818122738","0.9818122738"
"165.7605079","153.7746774","271.5068453","265.4835092","0.8008157623","0.8008157623"
"235.9143366","158.9743325","183.5291673","89.19547657","1.27411651","1.27411651"
"83.16638188","134.4777934","128.9121942","186.8121064","1.695784526","1.695784526"
"249.6752156","244.8440093","158.5302069","263.4687411","-4.798533694","355.2014663"
"263.0213135","167.9599267","338.1197428","225.7009904","1.545470364","1.545470364"
"252.2715995","211.0219358","277.3085182","146.8537445","-1.366919689","358.6330803"
"298.2023165","267.143898","206.5429532","169.8997356","0.9190775871","0.9190775871"
"235.1552725","108.3504962","126.1941562","60.2053022","1.858423872","1.858423872"
"229.3528728","238.5847113","103.632041","222.5915077","5.598895214","5.598895214"
"228.9527963","226.6640686","159.5371833","44.64051925","0.4899072427","0.4899072427"
"341.5151762","76.45832886","355.7222971","149.2366476","1.181309904","1.181309904"
"311.7293434","60.04237717","139.31401","32.29985796","3.232139464","3.232139464"
"127.6123115","204.2244751","48.09474412","224.6269034","-4.375924974","355.624075"
"334.0082345","245.8286021","227.5169926","61.01891106","0.4840762545","0.4840762545"
"42.86768487","221.7395449","241.0663017","184.6015114","-2.415607706","357.5843923"
"363.6081974","90.68858765","309.0957033","75.35515189","5.80098691","5.80098691"
"180.2527427","259.4906637","43.42211044","196.2449245","1.416400119","1.416400119"
"72.67247131","77.05203034","83.55994407","183.7096981","0.794618748","0.794618748"
"304.0937823","73.22689225","95.96798258","63.79268403","9.510571106","9.510571106"
"50.52068593","130.3866929","128.6673219","160.0789891","3.006397903","3.006397903"
"188.3143922","221.1877375","197.6234793","75.77596749","-0.5767668556","359.4232331"
"192.4566837","130.8973703","226.642034","129.4995738","-63.18834285","296.8116571"
"294.0239609","135.7322426","303.8148805","176.7464799","2.052172545","2.052172545"
"117.5260984","245.1464601","231.6555458","222.4951678","-3.951120631","356.0488794"
"145.1786199","148.5628057","284.7950524","152.6003974","22.18887717","22.18887717"
"111.3628554","110.2472563","294.2086487","113.5333714","27.29260656","27.29260656"
"143.0469","244.7765707","53.05763161","84.17288801","0.5564214283","0.5564214283"
"115.4315995","105.9187485","283.7630991","183.1341615","1.161162337","1.161162337"
"332.7270532","30.27240988","42.6836994","55.26255352","-3.593515105","356.4064849"
"95.71452595","261.7960309","103.4679851","138.0778431","-0.6680575143","359.3319425"
"105.8186305","157.9532316","88.02967338","198.1770022","-2.157493512","357.8425065"
"34.56919384","136.6981048","90.91214305","208.1209603","1.245864435","1.245864435"
"340.6925666","122.8003611","218.716962","155.6268206","-2.72738152","357.2726185"
"284.2746678","184.5488459","235.1224632","33.47937389","0.5880372707","0.5880372707"
"219.0877348","50.11896987","196.8124791","219.4437741","-0.516342273","359.4836577"
"182.6749979","43.56186472","273.9446532","91.56200867","1.861916528","1.861916528"
"78.75838108","204.66985","70.10047389","35.02064086","0.4916701654","0.4916701654"
"266.1219094","230.1203795","286.7261231","174.2720008","-1.561753496","358.4382465"
"125.6869541","234.3731156","92.46055661","210.1731154","3.647773323","3.647773323"
"196.2270185","229.2429312","206.9211794","32.61740185","-0.4305537796","359.5694462"
"55.35613296","137.9025067","113.9159921","266.6686147","0.6913440391","0.6913440391"
"91.18233156","236.1098823","97.71940997","191.1267556","-1.807404048","358.192596"
"85.44859975","171.6448124","194.5446945","104.0617739","-1.323924321","358.6760757"
"223.835626","228.0677773","263.7356086","142.1289911","-1.030551156","358.9694488"
"317.1331506","102.786385","319.1103534","64.58137001","-1.65348213","358.3465179"
"264.3646261","267.8139135","113.6811319","184.5675889","1.076561238","1.076561238"
"369.1333364","100.067444","364.2417873","184.2376537","-0.9319922961","359.0680077"
"300.1445082","153.8255779","126.0639755","262.6593632","-0.8239249386","359.1760751"
"338.7039306","134.1243034","273.84755","252.4219865","-0.7533253583","359.2466746"
"226.9222578","45.02226803","173.4503841","239.1135451","-0.4581793358","359.5418207"
"152.418772","251.1788557","368.0936647","37.16182339","-0.4192859925","359.580714"
"179.1879565","158.368787","54.59133175","242.2810274","-1.06706911","358.9329309"
"43.57011147","96.74326839","328.9033827","116.7324726","4.492384828","4.492384828"
"361.9671487","199.6271572","149.5097839","156.7412373","2.092302577","2.092302577"
"193.5764279","223.3453292","103.0774122","235.1226212","-7.588070002","352.41193"
"337.2637118","91.47977879","155.0114556","146.4396008","-1.631839837","358.3681602"
"123.9879266","115.1551065","210.6138784","107.2618511","-11.31834818","348.6816518"
"254.985058","166.2599359","169.3845235","196.2960386","-2.974110596","357.0258894"
"350.672632","173.666615","128.7736895","232.0558642","-1.536957511","358.4630425"
"247.1188153","52.7726901","360.4699112","263.6990211","0.4242928842","0.4242928842"
"290.0816118","116.8678897","235.3459951","32.99701649","1.060598748","1.060598748"
"334.7536219","112.1541479","273.7999673","260.7147719","-0.5994865441","359.4005135"
"291.961019","147.9787129","221.1895099","157.0342545","-9.849269082","350.1507309"
"47.6093429","254.1337457","162.9217355","240.1613159","-6.405695998","353.594304"
"76.64566137","120.9569213","121.541007","55.85677959","-1.36288495","358.637115"
"35.23991653","103.9179716","145.9539726","216.6570998","0.7937129204","0.7937129204"
"76.59114124","174.4304982","107.1861541","76.8788347","-0.9033977174","359.0966023"
"345.9828757","126.4379976","77.30090932","63.8377842","1.434288295","1.434288295"
"349.8486409","123.1136734","245.0879024","44.8689499","1.14324765","1.14324765"
"34.85503375","47.8835621","335.4982211","101.377104","1.678883472","1.678883472"
"151.839968","99.46965002","158.4825832","193.9542784","0.8619264811","0.8619264811"
"173.5462572","227.0145544","94.44945641","194.2328062","2.723334414","2.723334414"
"325.4453947","215.5002254","239.1164283","202.0095824","6.62209639","6.62209639"
"125.8690796","187.185134","60.68620956","269.4010119","-1.083988528","358.9160115"
"47.77992015","145.9326826","339.8493417","227.3196038","1.103418431","1.103418431"
"109.7191032","154.5668885","151.4298424","213.8858724","1.494068364","1.494068364"
"35.12444547","254.3462155","220.2561884","146.7430673","-0.8335305981","359.1664694"
"63.84064936","172.7020138","62.63387093","136.8113748","1.402958303","1.402958303"
"150.629171","261.2932499","57.37708959","135.0149062","0.7078458801","0.7078458801"
"114.3369581","235.9891012","261.1450684","167.6018383","-1.310327765","358.6896722"
"78.26147401","190.3347692","169.9903852","49.66093606","-0.6353378025","359.3646622"
"204.5907365","226.4872781","86.75200804","173.672313","1.694856553","1.694856553"
"321.9869709","259.9824053","219.5990075","92.37437885","0.5336285189","0.5336285189"
"183.5563856","214.7534883","257.116742","171.5837763","-2.066753497","357.9332465"
"32.61982309","146.4330761","171.9397015","256.4767288","0.814120137","0.814120137"
"274.5518023","45.28696467","98.14793083","215.3649146","-0.5272594397","359.4727406"
"202.738791","107.0536315","106.7652811","125.8650295","-4.752598715","355.2474013"
"270.8272786","223.2790287","243.8220768","238.6670964","-5.710873738","354.2891263"
"69.43287055","184.9328055","83.7440664","101.9936358","-1.03693989","358.9630601"
"79.24832853","88.23916903","220.1572778","251.336195","0.54932572","0.54932572"
"37.62313732","41.32505451","221.7128095","134.0600638","0.9671510831","0.9671510831"
"231.1363171","201.9248702","78.16666187","57.33808946","0.6198730504","0.6198730504"
"325.8232703","90.07485795","165.6667779","39.52096403","1.773201805","1.773201805"
"34.21627982","236.826811","338.1548061","84.99941353","-0.5915367785","359.4084632"
"219.2838085","234.4905237","169.5425573","166.9651244","1.315775688","1.315775688"
"114.0883829","114.9872121","83.47046048","161.2043555","-1.906854113","358.0931459"
"30.65813363","124.742316","257.1277556","124.5748995","-536.0702704","-176.0702704"
"122.8444211","186.6421698","154.4067356","41.257895","-0.6065668703","359.3934331"
"99.08856989","48.55059386","62.71174023","222.0250898","-0.5097310336","359.490269"
"369.3814118","89.31237179","73.77050133","252.0689798","-0.5517820766","359.4482179"
"138.7089956","39.31492451","267.0795741","212.5583808","0.5169238705","0.5169238705"
"186.4212691","249.5056075","333.9650298","68.35892477","-0.4946912295","359.5053088"
"246.0770682","87.27392151","173.1672722","129.7483728","-2.100420415","357.8995796"
"96.84315427","163.8732483","43.29432996","193.7447101","-2.977094069","357.0229059"
"122.3798485","257.8876511","324.4720569","238.4742778","-4.621375579","355.3786244"
"93.09735009","190.9654095","146.4676898","258.5186246","1.31639293","1.31639293"
"255.1080906","58.2588318","273.791708","223.9951971","0.5245456609","0.5245456609"
"252.436745","88.89065489","93.63409193","55.22864092","2.662918689","2.662918689"
"220.2860785","221.66539","221.0080454","242.5854464","1.712616664","1.712616664"
"274.5231082","182.1899439","144.1971073","156.9930985","3.554428061","3.554428061"
"270.6078851","130.5243331","127.7023178","261.5854932","-0.6836432083","359.3163568"
"311.5051828","70.81549135","69.45204147","190.8425529","-0.7478587973","359.2521412"
"47.61170928","91.45518809","349.9753809","269.294647","0.50500889","0.50500889"
"141.5985972","66.7477345","282.8619871","42.00553001","-3.621116761","356.3788832"
"123.2788484","188.4190414","315.8383635","192.9916837","19.61720316","19.61720316"
"311.0132449","164.7220502","72.47378475","61.42808606","0.8689743689","0.8689743689"
"214.4417672","200.7867636","342.1466442","137.376571","-1.412254842","358.5877452"
"314.0719276","211.7554589","108.3065856","158.1732329","1.674464779","1.674464779"
"113.7093887","65.99611047","80.79148839","50.49076539","5.692228622","5.692228622"
"103.6583758","208.3970749","163.0767306","204.6706245","-23.89292883","336.1070712"
"195.161334","48.30140851","142.5707407","38.05378139","8.676219582","8.676219582"
"82.64919466","189.3581659","59.71423157","73.81315094","0.7573100093","0.7573100093"
"199.0331668","176.8613642","47.97826205","212.2596166","-2.53178321","357.4682168"
"218.4607243","92.64368319","318.9565485","254.1098778","0.5538613707","0.5538613707"
"264.5320862","262.6588582","80.53702654","163.2675343","0.9023786093","0.9023786093"
"166.8293271","178.4905254","137.8604768","227.7385281","-1.787340382","358.2126596"
"246.6177512","92.86138316","64.02379334","100.5068011","-11.73071445","348.2692855"
"214.8054072","170.0535029","241.1555867","145.3797445","-3.559516295","356.4404837"
"64.20198274","145.3209443","119.0750454","219.8540157","1.193509977","1.193509977"
"216.8532181","208.3521675","275.584443","133.8939298","-1.195630436","358.8043696"
"332.2198475","250.8376251","226.6196174","258.8434868","-11.17399316","348.8260068"
"279.8987382","119.7348685","359.1628634","34.7042298","-1.04994145","358.9500586"
"107.1729485","176.1803657","330.0597055","66.19576084","-0.8159591024","359.1840409"
"193.9571515","184.0145658","226.8851807","222.4102033","2.298711772","2.298711772"
"39.12630396","40.03204059","170.1388073","208.7054903","0.530982665","0.530982665"
"273.2130573","248.2192217","188.8458433","188.6606909","1.499716444","1.499716444"
"187.1462732","134.1121064","306.3239565","96.2774922","-2.366067524","357.6339325"
"289.5464011","241.0613885","140.9132818","113.3952269","0.7019441962","0.7019441962"
"39.50697366","123.588925","176.9355717","266.7478527","0.6257597464","0.6257597464"
"305.7334551","177.0022592","139.6503838","225.7060218","-1.840823311","358.1591767"
"214.6847371","39.13466376","333.1379126","151.934931","0.793582443","0.793582443"
"150.9555783","50.14850523","227.6160301","205.0108145","0.5763354941","0.5763354941"
"229.5378277","135.9573542","305.5262625","94.74267722","-2.165394552","357.8346054"
"176.6826238","224.9107497","210.8056309","78.94571324","-0.6050858979","359.3949141"
"252.7749996","84.97732791","277.9955046","107.4445122","3.904779285","3.904779285"
"49.13818168","113.8542436","272.9079309","130.1203666","5.517230744","5.517230744"
"345.8094046","153.8575927","43.74330707","150.6204185","27.74343207","27.74343207"
"135.8886444","218.7203017","340.1965803","186.1102119","-2.751282328","357.2487177"
"110.6436333","60.45935818","179.8567141","161.4614062","0.8828755665","0.8828755665"
"171.9285578","107.1749103","82.97653386","176.0263839","-1.297806749","358.7021933"
"172.1180374","41.83462697","267.4728883","173.9040534","0.676910284","0.676910284"
"56.07351759","238.1837981","314.1179342","96.68722141","-0.6344885848","359.3655114"
"156.5741988","215.1961463","186.8255167","129.6724271","-1.030201883","358.9697981"
"195.4451355","109.5049225","229.6967712","249.5512004","0.6307035555","0.6307035555"
"132.9440382","124.2809621","153.7320016","90.89510093","-2.613259636","357.3867404"
"286.0788648","241.8644485","331.2984228","37.64314677","-0.434495071","359.5655049"
"287.992788","269.7569564","264.7005809","97.39001631","0.5078795306","0.5078795306"
"295.7548211","79.92524691","92.1155191","44.948785","2.565114886","2.565114886"
"222.7533643","34.17048805","200.6097722","64.57972595","-2.874596583","357.1254034"
"53.4081019","147.9019625","220.3856299","38.15108236","-0.8169125324","359.1830875"
"250.2336691","262.5080325","77.91804097","64.67266242","0.4532430113","0.4532430113"
"213.0939978","259.1083033","62.5809824","134.8697141","0.7213486263","0.7213486263"
"118.7159534","34.60449054","305.9927644","241.3325229","0.4338746914","0.4338746914"
"252.4530657","39.07462357","216.5073297","60.22725219","-4.179454978","355.820545"
"304.1663511","244.9843708","369.1124055","257.4166626","7.168257139","7.168257139"
"171.742469","100.1317798","190.3302534","194.8359209","0.9178112491","0.9178112491"
"328.5163049","122.6302002","212.0131831","261.1050583","-0.6463860462","359.353614"
"213.3860336","124.2543731","69.57577816","56.16210448","1.315884988","1.315884988"
"207.2598732","204.7428219","193.8538564","266.2233157","-1.394491323","358.6055087"
"210.0724371","76.97822443","150.2112122","209.4161182","-0.6723373731","359.3276626"
"134.6386602","165.6517349","192.8037388","39.89550298","-0.7078380214","359.292162"
"255.9366263","238.5865057","224.6774246","175.1166625","1.389127421","1.389127421"
"332.6796193","209.2585095","103.0772824","190.7052715","4.837455209","4.837455209"
"327.3453859","253.4816501","369.7036512","173.5271483","-1.108725615","358.8912744"
"251.8412959","149.1126465","49.41219971","222.9051591","-1.215800328","358.7841997"
"192.1360982","202.4599118","323.1913506","70.23914816","-0.6773733418","359.3226267"
"86.65657708","106.5359634","307.3001899","110.2548153","24.13119165","24.13119165"
"366.505585","216.9667235","123.5173908","215.0210002","46.13410661","46.13410661"
"275.4914236","129.9886175","197.6234335","243.8969809","-0.7836495161","359.2163505"
"52.60004403","244.5680551","322.2052025","94.1411955","-0.5968846512","359.4031153"
"275.6383818","107.7156768","143.9339844","193.1565679","-1.048268271","358.9517317"
"345.5195069","169.8105873","31.78375899","64.95148665","0.856552991","0.856552991"
"145.014286","133.9883043","171.9560372","110.8806188","-3.802817979","356.197182"
"272.0337066","207.0954749","39.34849758","34.55739626","0.5201968454","0.5201968454"
"121.6261678","54.06634157","281.8248038","34.28620153","-4.531937077","355.4680629"
"183.7365933","148.641596","155.2198696","229.6489963","-1.086217104","358.9137829"
"258.9169129","45.21957203","202.2454189","70.35790708","-3.539975455","356.4600245"
"81.38231312","31.29879973","280.3388482","53.49628719","4.041539441","4.041539441"
"146.6205449","55.36211807","55.61741169","137.496227","-1.088103642","358.9118964"
"264.2971217","224.8737572","268.6335551","33.96613551","-0.4034116455","359.5965884"
"275.6792649","195.4378971","187.9944272","261.9719515","-1.34287021","358.6571298"
"156.412272","69.48567533","257.3373444","52.17526149","-5.166387893","354.8336121"
"265.2448731","238.7539913","66.61752635","192.1494651","1.924953454","1.924953454"
"148.7892184","171.7599164","152.749971","147.7914463","-3.16374998","356.83625"
"258.2622857","65.85298619","240.0675716","122.5126061","-1.532910579","358.4670894"
"105.4972384","84.62944106","177.6352129","190.5162573","0.8424636926","0.8424636926"
"78.3832017","86.85331801","116.5350145","94.11977843","12.17904656","12.17904656"
"36.15731574","222.1312661","233.5792808","78.16268618","-0.6231205634","359.3768794"
"149.0646398","147.829044","239.3239462","232.8402208","1.05121748","1.05121748"
"262.9964191","141.5916739","274.2446839","103.9634444","-2.256805958","357.743194"
"270.0650066","110.8553162","135.8224272","209.9394946","-0.9040111301","359.0959889"
"354.2906434","67.47491518","298.408072","167.0456344","-0.8935841907","359.1064158"
"96.86672916","89.67352839","117.42889","243.399101","0.5673468987","0.5673468987"
"108.8506576","84.15920101","42.64263519","41.86853718","2.107667921","2.107667921"
"94.84831289","79.13947517","49.28043421","58.63193451","4.32732677","4.32732677"
"129.7706781","122.9858414","267.9853472","160.0786964","2.415167699","2.415167699"
"77.63277169","145.0685817","116.3536468","263.6014433","0.7468023186","0.7468023186"
"119.8852725","209.8364433","181.216497","180.6736635","-3.054094331","356.9459057"
"143.5972896","143.8932329","68.18363676","269.1270929","-0.7125891602","359.2874108"
"218.9326107","184.7137882","345.5874064","84.31799974","-0.8919460993","359.1080539"
"236.9987265","74.55875179","309.9671038","217.4718747","0.6242592249","0.6242592249"
"133.7967927","99.56843183","146.8877005","181.6062406","1.043808013","1.043808013"
"211.8200104","57.91473814","210.3873754","242.0177184","-0.2992042834","359.7007957"
"321.6964016","253.9101038","55.38400581","233.2519767","4.34622439","4.34622439"
"173.8557425","194.8678984","153.6429177","152.5521107","2.059932921","2.059932921"
"112.9139704","52.30411625","331.9384949","226.5844844","0.5149082912","0.5149082912"
"226.6264694","210.859799","187.7080893","202.7725754","10.94666408","10.94666408"
"138.5490107","260.1638668","264.8916135","65.0889011","-0.4590364214","359.5409636"
"261.646104","261.6776053","65.95014105","261.1746133","178.3472243","178.3472243"
"251.5619207","214.5440384","143.2441228","157.516691","1.568914899","1.568914899"
"155.8867523","198.8075711","343.3269165","79.38289331","-0.7510535469","359.2489465"
"270.6099102","158.9010393","219.2878455","215.555162","-1.568883963","358.431116"
"326.820415","269.8588952","220.2648138","192.8235093","1.161314465","1.161314465"
"338.2213702","122.7508173","60.91279791","83.16184881","2.26814162","2.26814162"
"226.313301","153.1287998","51.04817736","70.77747584","1.088908958","1.088908958"
"202.8880745","210.3047293","158.9742532","89.17639292","0.7322439641","0.7322439641"
"152.3619329","181.0081921","293.5345886","223.4104216","2.112958489","2.112958489"
"241.6632561","71.73513912","89.76180408","144.2032823","-1.236720179","358.7632798"
"115.9614203","134.2499359","262.9513647","173.2013072","2.3005663","2.3005663"
"111.6391067","125.6990938","226.013327","263.2480874","0.6506704284","0.6506704284"
"48.36601503","161.4980418","344.4479628","241.902197","1.116938387","1.116938387"
"258.8523024","44.86455142","94.10893819","161.1717291","-0.7708227298","359.2291773"
"361.0359998","263.0157775","232.307548","220.1118293","2.087335141","2.087335141"
"38.15723755","233.923674","169.928332","136.4365297","-0.9187385275","359.0812615"
"231.3695138","175.1124466","193.9043024","76.84695584","0.9003268199","0.9003268199"
"341.6514617","132.1765029","364.0341776","111.3382986","-4.19622907","355.8037709"
"286.9124783","116.9625708","124.5877133","167.0064982","-1.791366887","358.2086331"
"73.38741964","114.2094336","158.8433781","79.18539572","-2.550521428","357.4494786"
"219.4572708","202.695961","136.9501642","254.9541928","-1.708928842","358.2910712"
"229.2222703","100.2115908","259.5671613","269.6824221","0.5199274115","0.5199274115"
"38.92438463","180.9230488","340.9730718","95.95452651","-1.056983312","358.9430167"
"180.4188585","263.5521073","168.0540313","115.8376812","0.5779820858","0.5779820858"
"141.1295026","117.1051154","147.2422713","260.9940707","0.560912875","0.560912875"
"93.50467292","262.6172935","278.1821109","205.5240777","-1.570935426","358.4290646"
"109.7393019","170.9940867","55.98394241","245.4651693","-1.19421201","358.805788"
"245.2217094","235.5628148","74.85726523","128.6169492","0.8384025911","0.8384025911"
"352.4963207","205.110176","42.61673955","152.8904263","1.719945121","1.719945121"
"256.2728691","153.3068887","170.5323183","90.39401249","1.419928473","1.419928473"
"117.0397219","48.0071813","233.6762185","169.6842614","0.735625627","0.735625627"
"369.9148753","64.26032941","115.8327418","41.34640018","3.917900734","3.917900734"
"39.57232584","138.7545392","323.4888113","257.9913838","0.7531077841","0.7531077841"
"218.0023219","204.1925464","49.53229811","104.2001266","0.8966670612","0.8966670612"
"237.7448148","141.2511994","35.31121213","96.77001301","2.016964353","2.016964353"
"347.4032132","30.25366874","260.7557806","256.0184851","-0.3957161214","359.6042839"
"30.27641716","257.038391","54.57692051","76.11082033","-0.4844122268","359.5155878"
"291.1460312","117.2460445","98.69638608","45.73245724","1.254339039","1.254339039"
"253.1534465","135.3063793","245.4868409","129.6585929","14.61962745","14.61962745"
"101.3985685","138.2482167","45.9354766","58.06227856","1.109509605","1.109509605"
"134.1989877","84.65284132","214.8393342","82.0433237","-34.21687037","325.7831296"
"293.4067862","55.87493668","327.0684028","200.0335948","0.6125084085","0.6125084085"
"143.1586404","252.4576983","303.4250606","33.28931652","-0.4090120144","359.590988"
"121.6396242","93.79276068","349.0099691","136.3900916","2.10689277","2.10689277"
"347.2806102","127.84986","110.5312435","214.8646678","-1.031525478","358.9684745"
"310.2051165","123.3362447","360.127728","169.1458518","1.93960322","1.93960322"
"287.0779284","30.26541334","91.44258415","220.7185407","-0.4710194761","359.5289805"
